"prompt","answer"
"What specializations does Petroleum Gas Engineering offer?","Technical Elective Courses (TE) - Petroleum and Natural Gas Engineering Specializations:
PGE407, Reservoir Characterization, Credit:3, ECTS:5, Prerequisite: PGE305, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE408, Geophysics for Petroleum Engineers, Credit:3, ECTS:5, Prerequisite: PGE201, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE409, Process Control and Instrumentation, Credit:3, ECTS:5, Prerequisite: ECC207, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE413, Globalization and Petroleum Politics, Credit:3, ECTS:5, Prerequisite: None, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE416, Environmental Control in Petroleum Engineering Operations, Credit:3, ECTS:5, Prerequisite: PGE303, PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE417, Petroleum and Natural Refining Processes, Credit:3, ECTS:5, Prerequisite: ECC207, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE418, Oil Transportation and Storage, Credit:3, ECTS:5, Prerequisite: PGE301, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE419, Health and Safety for Oil Industry, Credit:3, ECTS:5, Prerequisite: PGE303, PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE420, Project Management, Credit:3, ECTS:5, Prerequisite: PGE303, PGE305, PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE421, Introduction to Geothermal Reservoir Engineering, Credit:3, ECTS:5, Prerequisite: ECC207, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE422, Enhanced Oil Recovery, Credit:3, ECTS:5, Prerequisite: PGE303, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE423, Pressure Control, Credit:3, ECTS:5, Prerequisite: PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE424, Physical and Engineering Properties of Rock, Credit:3, ECTS:5, Prerequisite: PGE201, Class:3, LAB:0, Practicum:0, PS:0, C:1, R:1, T:1
PGE425, Directional Drilling, Credit:3, ECTS:5, Prerequisite: PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE426, Petroleum Geochemistry, Credit:3, ECTS:5, Prerequisite: ECC207, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE427, Well Stimulation, Credit:3, ECTS:5, Prerequisite: PGE303, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE428, Transportation and Storage of Natural Gas, Credit:3, ECTS:5, Prerequisite: PGE301, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE429, Well Design Control, Credit:3, ECTS:5, Prerequisite: PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE430, Hydrocarbon Geophysics, Credit:3, ECTS:5, Prerequisite: PGE202, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE431, Geological Maps and Cartography, Credit:3, ECTS:5, Prerequisite: PGE201, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE432, Safety & Environmental Protection, Credit:3, ECTS:5, Prerequisite: PGE303, PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE433, Well Design, Credit:3, ECTS:5, Prerequisite: PGE303, PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE434, Individual Study, Credit:3, ECTS:5, Prerequisite: None, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE435, Petroleum Fuels Market & Segment, Credit:3, ECTS:5, Prerequisite: PGE303, PGE305, PGE307, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE436, Simulating of Geosystems, Credit:3, ECTS:5, Prerequisite: MTH201, Class:2, LAB:1, Practicum:0, PS:0, C:1, R:1, T:1
PGE437, Well Test Analysis, Credit:3, ECTS:5, Prerequisite: PGE306, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:0
PGE438, Special Operations in Drilling, Credit:3, ECTS:5, Prerequisite: PGE308, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:1
PGE439, LPG Technology and Sector, Credit:3, ECTS:5, Prerequisite: PGE305, Class:3, LAB:0, Practicum:0, PS:1, C:1, R:1, T:1"
"Tell me about the Phd Business Admin program at Near East University.","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
GRADUATE SCHOOL OF SOCIAL SCIENCES
PhD IN BUSINESS ADMINISTRATION

Program Duration: 4 years (8 semesters)
Degree: Doctor of Philosophy in Business Administration
Program Level: Doctoral

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-business-administration/phd-programme/?lang=en

Programme Language: English

Programme Objective:
The objective of the PhD programme in business administration is to prepare students who want to continue their career as an academic or to prepare students who want to develop their knowledge, skills, and competencies to work more successfully as managers in the private or public sector. More specifically, the programme aims to provide students with:

- The knowledge, intellectual abilities and techniques necessary to design and conduct high quality original scientific research
- The ability to become excellent academics and contribute to advancing the knowledge in the field of business administration and management
- An understanding of the high ethical standards in business research as well as teaching
- The ability to work effectively with others in order to ensure the wider impact of their research"
"What is the Phd Business Admin program?","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
GRADUATE SCHOOL OF SOCIAL SCIENCES
PhD IN BUSINESS ADMINISTRATION

Program Duration: 4 years (8 semesters)
Degree: Doctor of Philosophy in Business Administration
Program Level: Doctoral

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-business-administration/phd-programme/?lang=en

Programme Language: English

Programme Objective:
The objective of the PhD programme in business administration is to prepare students who want to continue their career as an academic or to prepare students who want to develop their knowledge, skills, and competencies to work more successfully as managers in the private or public sector. More specifically, the programme aims to provide students with:

- The knowledge, intellectual abilities and techniques necessary to design and conduct high quality original scientific research
- The ability to become excellent academics and contribute to advancing the knowledge in the field of business administration and management
- An understanding of the high ethical standards in business research as well as teaching
- The ability to work effectively with others in order to ensure the wider impact of their research"
"What elective courses are available in the Phd Business Admin program?","The Phd Business Admin program offers the following elective courses:

PhD in Business Administration - Programme Structure
Structure: 7 courses + seminar + dissertation
Duration: 8 semesters (4 years)

First Semester:
GCC603, Advanced Scientific Research Methods and Ethics, Credits:3
BUS602, Macro Organizational Theories, Credits:3

Second Semester:
BUS633, Advanced Data Analysis, Credits:3
BUS603, Micro Organizational Theories, Credits:3

Third Semester:
GCC602, Education for Learning, Credits:3
BUS6XX, Area Elective, Credits:3

Fourth Semester:
BUS6XX, Area Elective, Credits:3
BUS608, Seminar, Credits:0

Fifth to Eighth Semesters:
BUS600, Dissertation, Credits:0 (4 semesters)

Total Courses: 7
Total Credits: 21
Seminar: Required
Dissertation: Required (4 semesters)
PhD Proficiency Exam: Required before dissertation

Program Completion Requirements:
- Complete 7 courses (21 credits)
- Successfully complete seminar course
- Pass PhD proficiency exam (BUS690)
- Defend doctoral dissertation
- Total duration: 8 semesters"
"Tell me about elective courses for Phd Business Admin","The Phd Business Admin program offers the following elective courses:

PhD in Business Administration - Programme Structure
Structure: 7 courses + seminar + dissertation
Duration: 8 semesters (4 years)

First Semester:
GCC603, Advanced Scientific Research Methods and Ethics, Credits:3
BUS602, Macro Organizational Theories, Credits:3

Second Semester:
BUS633, Advanced Data Analysis, Credits:3
BUS603, Micro Organizational Theories, Credits:3

Third Semester:
GCC602, Education for Learning, Credits:3
BUS6XX, Area Elective, Credits:3

Fourth Semester:
BUS6XX, Area Elective, Credits:3
BUS608, Seminar, Credits:0

Fifth to Eighth Semesters:
BUS600, Dissertation, Credits:0 (4 semesters)

Total Courses: 7
Total Credits: 21
Seminar: Required
Dissertation: Required (4 semesters)
PhD Proficiency Exam: Required before dissertation

Program Completion Requirements:
- Complete 7 courses (21 credits)
- Successfully complete seminar course
- Pass PhD proficiency exam (BUS690)
- Defend doctoral dissertation
- Total duration: 8 semesters"
"Can you describe some key courses in Phd Business Admin?","Here are descriptions of key courses in Phd Business Admin:

Core Course Descriptions - PhD in Business Administration:

GCC603 - Advanced Scientific Research Methods and Ethics:
Advanced research design, philosophical foundations of research, mixed methods, research ethics, and academic integrity in business research.

BUS602 - Macro Organizational Theories:
Macro-level organizational theories, institutional theory, organizational ecology, resource dependence, and population ecology perspectives.

BUS603 - Micro Organizational Theories:
Micro-level organizational behavior, individual and group dynamics, motivation, leadership, and psychological foundations of organizational behavior.

BUS633 - Advanced Data Analysis:
Advanced statistical methods, multivariate analysis, structural equation modeling, longitudinal data analysis, and advanced quantitative techniques.

GCC602 - Education for Learning:
Pedagogical theories, curriculum development, teaching methodologies, and academic career preparation for higher education.

BUS608 - Seminar:
Advanced research seminar focusing on current literature, research presentation, and development of dissertation research proposals.

BUS690 - PhD Proficiency Exam:
Comprehensive examination testing mastery of business administration theories, research methods, and specialized knowledge areas.

BUS600 - Dissertation:
Original research contributing new knowledge to the field of business administration, conducted under faculty supervision."
"What are the main courses in Phd Business Admin?","Here are descriptions of key courses in Phd Business Admin:

Core Course Descriptions - PhD in Business Administration:

GCC603 - Advanced Scientific Research Methods and Ethics:
Advanced research design, philosophical foundations of research, mixed methods, research ethics, and academic integrity in business research.

BUS602 - Macro Organizational Theories:
Macro-level organizational theories, institutional theory, organizational ecology, resource dependence, and population ecology perspectives.

BUS603 - Micro Organizational Theories:
Micro-level organizational behavior, individual and group dynamics, motivation, leadership, and psychological foundations of organizational behavior.

BUS633 - Advanced Data Analysis:
Advanced statistical methods, multivariate analysis, structural equation modeling, longitudinal data analysis, and advanced quantitative techniques.

GCC602 - Education for Learning:
Pedagogical theories, curriculum development, teaching methodologies, and academic career preparation for higher education.

BUS608 - Seminar:
Advanced research seminar focusing on current literature, research presentation, and development of dissertation research proposals.

BUS690 - PhD Proficiency Exam:
Comprehensive examination testing mastery of business administration theories, research methods, and specialized knowledge areas.

BUS600 - Dissertation:
Original research contributing new knowledge to the field of business administration, conducted under faculty supervision."
"How long is the Phd Business Admin program?","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
GRADUATE SCHOOL OF SOCIAL SCIENCES
PhD IN BUSINESS ADMINISTRATION

Program Duration: 4 years (8 semesters)
Degree: Doctor of Philosophy in Business Administration
Program Level: Doctoral

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-business-administration/phd-programme/?lang=en

Programme Language: English

Programme Objective:
The objective of the PhD programme in business administration is to prepare students who want to continue their career as an academic or to prepare students who want to develop their knowledge, skills, and competencies to work more successfully as managers in the private or public sector. More specifically, the programme aims to provide students with:

- The knowledge, intellectual abilities and techniques necessary to design and conduct high quality original scientific research
- The ability to become excellent academics and contribute to advancing the knowledge in the field of business administration and management
- An understanding of the high ethical standards in business research as well as teaching
- The ability to work effectively with others in order to ensure the wider impact of their research"
"What is the duration of Phd Business Admin studies?","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
GRADUATE SCHOOL OF SOCIAL SCIENCES
PhD IN BUSINESS ADMINISTRATION

Program Duration: 4 years (8 semesters)
Degree: Doctor of Philosophy in Business Administration
Program Level: Doctoral

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-business-administration/phd-programme/?lang=en

Programme Language: English

Programme Objective:
The objective of the PhD programme in business administration is to prepare students who want to continue their career as an academic or to prepare students who want to develop their knowledge, skills, and competencies to work more successfully as managers in the private or public sector. More specifically, the programme aims to provide students with:

- The knowledge, intellectual abilities and techniques necessary to design and conduct high quality original scientific research
- The ability to become excellent academics and contribute to advancing the knowledge in the field of business administration and management
- An understanding of the high ethical standards in business research as well as teaching
- The ability to work effectively with others in order to ensure the wider impact of their research"
"What are the focus areas of Phd Business Admin?","PhD Programme Course Sequence and Academic Timeline:

Year 1 - Foundation and Core Theory:
Semester 1:
- Advanced Scientific Research Methods and Ethics
- Macro Organizational Theories
- Foundation in research methodology and organizational theory

Semester 2:
- Advanced Data Analysis
- Micro Organizational Theories
- Quantitative methods and individual-level organizational behavior

Year 2 - Specialization and Preparation:
Semester 3:
- Education for Learning
- Area Elective 1
- Teaching preparation and specialization

Semester 4:
- Area Elective 2
- Seminar
- Advanced specialization and research proposal development

Year 2 Milestone:
- PhD Proficiency Exam (BUS690) - Must be passed before starting dissertation

Years 3-4 - Dissertation Research:
Semesters 5-8:
- Dissertation work (4 semesters)
- Original research and writing
- Dissertation defense preparation

Key Milestones:
- Coursework completion (End of Year 2)
- PhD Proficiency Exam (After Year 2)
- Dissertation Proposal Defense
- Dissertation Research and Writing
- Final Dissertation Defense"
"What specializations does Phd Business Admin offer?","PhD Programme Course Sequence and Academic Timeline:

Year 1 - Foundation and Core Theory:
Semester 1:
- Advanced Scientific Research Methods and Ethics
- Macro Organizational Theories
- Foundation in research methodology and organizational theory

Semester 2:
- Advanced Data Analysis
- Micro Organizational Theories
- Quantitative methods and individual-level organizational behavior

Year 2 - Specialization and Preparation:
Semester 3:
- Education for Learning
- Area Elective 1
- Teaching preparation and specialization

Semester 4:
- Area Elective 2
- Seminar
- Advanced specialization and research proposal development

Year 2 Milestone:
- PhD Proficiency Exam (BUS690) - Must be passed before starting dissertation

Years 3-4 - Dissertation Research:
Semesters 5-8:
- Dissertation work (4 semesters)
- Original research and writing
- Dissertation defense preparation

Key Milestones:
- Coursework completion (End of Year 2)
- PhD Proficiency Exam (After Year 2)
- Dissertation Proposal Defense
- Dissertation Research and Writing
- Final Dissertation Defense"
"Tell me about the Political Science program at Near East University.","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
DEPARTMENT OF POLITICAL SCIENCE
Bachelor of POLITICAL SCIENCE

Program Duration: 4 years (8 semesters)
Degree: Bachelor of POLITICAL SCIENCE
Total ECTS for Graduation: 240

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-political-science/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
ECTS = European Credit Transfer System"
"What is the Political Science program?","FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
DEPARTMENT OF POLITICAL SCIENCE
Bachelor of POLITICAL SCIENCE

Program Duration: 4 years (8 semesters)
Degree: Bachelor of POLITICAL SCIENCE
Total ECTS for Graduation: 240

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-political-science/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
ECTS = European Credit Transfer System"
"What courses will I take in first year first semester of Political Science?","In the first year first semester of Political Science, you will study:

First Year - First Semester - Compulsory Courses:
ENG101, English I, C, Credit:3, ECTS:4, Hours:3
SOC100, Sociology, C, Credit:3, ECTS:6, Hours:3
EAS110, Political Science I, C, Credit:3, ECTS:6, Hours:3
EAS101, Principles of Economics I, C, Credit:3, ECTS:6, Hours:3
EAS105, History of Civilizations, C, Credit:3, ECTS:6, Hours:3
YIT101/TUR101, Turkish for International Students I/Turkish Language I, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"List the first year first semester courses for Political Science","In the first year first semester of Political Science, you will study:

First Year - First Semester - Compulsory Courses:
ENG101, English I, C, Credit:3, ECTS:4, Hours:3
SOC100, Sociology, C, Credit:3, ECTS:6, Hours:3
EAS110, Political Science I, C, Credit:3, ECTS:6, Hours:3
EAS101, Principles of Economics I, C, Credit:3, ECTS:6, Hours:3
EAS105, History of Civilizations, C, Credit:3, ECTS:6, Hours:3
YIT101/TUR101, Turkish for International Students I/Turkish Language I, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"What courses will I take in first year second semester of Political Science?","In the first year second semester of Political Science, you will study:

First Year - Second Semester - Compulsory Courses:
ENG102, English II, C, Credit:3, ECTS:4, Hours:3
EAS112, Political Science II, C, Credit:3, ECTS:6, Hours:3
EAS111, History of Political Thought, C, Credit:3, ECTS:6, Hours:3
EAS102, Principles of Economics II, C, Credit:3, ECTS:6, Hours:3
EAS206, Introduction to Law, C, Credit:3, ECTS:6, Hours:3
YIT102/TUR102, Turkish for International Students II/Turkish Language II, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"List the first year second semester courses for Political Science","In the first year second semester of Political Science, you will study:

First Year - Second Semester - Compulsory Courses:
ENG102, English II, C, Credit:3, ECTS:4, Hours:3
EAS112, Political Science II, C, Credit:3, ECTS:6, Hours:3
EAS111, History of Political Thought, C, Credit:3, ECTS:6, Hours:3
EAS102, Principles of Economics II, C, Credit:3, ECTS:6, Hours:3
EAS206, Introduction to Law, C, Credit:3, ECTS:6, Hours:3
YIT102/TUR102, Turkish for International Students II/Turkish Language II, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"What courses will I take in second year first semester of Political Science?","In the second year first semester of Political Science, you will study:

Second Year - First Semester - Compulsory Courses:
EAS215, Academic Communication, C, Credit:3, ECTS:4, Hours:3
PUB201, Public Administration, C, Credit:3, ECTS:6, Hours:3
LAW205, Constitutional Law, C, Credit:3, ECTS:6, Hours:3
POL210, Modern Political Thought, C, Credit:3, ECTS:6, Hours:3
IR207, Introduction to International Relations I, C, Credit:3, ECTS:6, Hours:3
AİT101/103, Atatürk's Principles I/Principles of Atatürk I, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"List the second year first semester courses for Political Science","In the second year first semester of Political Science, you will study:

Second Year - First Semester - Compulsory Courses:
EAS215, Academic Communication, C, Credit:3, ECTS:4, Hours:3
PUB201, Public Administration, C, Credit:3, ECTS:6, Hours:3
LAW205, Constitutional Law, C, Credit:3, ECTS:6, Hours:3
POL210, Modern Political Thought, C, Credit:3, ECTS:6, Hours:3
IR207, Introduction to International Relations I, C, Credit:3, ECTS:6, Hours:3
AİT101/103, Atatürk's Principles I/Principles of Atatürk I, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"What courses will I take in second year second semester of Political Science?","In the second year second semester of Political Science, you will study:

Second Year - Second Semester - Compulsory Courses:
EAS216, Academic Writing, C, Credit:3, ECTS:4, Hours:3
HIST205, World History of the 20th Century, C, Credit:3, ECTS:6, Hours:3
POL205, Political Psychology, C, Credit:3, ECTS:6, Hours:3
EAS208, Research Methods, C, Credit:3, ECTS:6, Hours:3
IR208, Introduction to International Relations II, C, Credit:3, ECTS:6, Hours:3
AİT102/104, Atatürk's Principles II/Principles of Atatürk II, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"List the second year second semester courses for Political Science","In the second year second semester of Political Science, you will study:

Second Year - Second Semester - Compulsory Courses:
EAS216, Academic Writing, C, Credit:3, ECTS:4, Hours:3
HIST205, World History of the 20th Century, C, Credit:3, ECTS:6, Hours:3
POL205, Political Psychology, C, Credit:3, ECTS:6, Hours:3
EAS208, Research Methods, C, Credit:3, ECTS:6, Hours:3
IR208, Introduction to International Relations II, C, Credit:3, ECTS:6, Hours:3
AİT102/104, Atatürk's Principles II/Principles of Atatürk II, C, Credit:2, ECTS:2, Hours:2

Total: Credit:17, ECTS:30, Hours:17"
"What courses will I take in third year first semester of Political Science?","In the third year first semester of Political Science, you will study:

Third Year - First Semester - Compulsory Courses:
POL303, Public Policy, C, Credit:3, ECTS:6, Hours:3
ECON305, History of Economic Thought, C, Credit:3, ECTS:6, Hours:3
IR313, International Politics & Security, C, Credit:3, ECTS:6, Hours:3
POL312, Comparative Political Systems, C, Credit:3, ECTS:6, Hours:3
HIST308, Ottoman Economic, Social & Political Structure I, C, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"List the third year first semester courses for Political Science","In the third year first semester of Political Science, you will study:

Third Year - First Semester - Compulsory Courses:
POL303, Public Policy, C, Credit:3, ECTS:6, Hours:3
ECON305, History of Economic Thought, C, Credit:3, ECTS:6, Hours:3
IR313, International Politics & Security, C, Credit:3, ECTS:6, Hours:3
POL312, Comparative Political Systems, C, Credit:3, ECTS:6, Hours:3
HIST308, Ottoman Economic, Social & Political Structure I, C, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"What courses will I take in third year second semester of Political Science?","In the third year second semester of Political Science, you will study:

Third Year - Second Semester - Compulsory Courses:
IR312, International Institutions & Organization, C, Credit:3, ECTS:6, Hours:3
IR311, Turkish Foreign Policy I, C, Credit:3, ECTS:6, Hours:3
ECON307, Public Finance, C, Credit:3, ECTS:6, Hours:3
POL306, Modern Turkish Politics, C, Credit:3, ECTS:6, Hours:3
HIST309, Ottoman Economic, Social & Political Structure II, C, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"List the third year second semester courses for Political Science","In the third year second semester of Political Science, you will study:

Third Year - Second Semester - Compulsory Courses:
IR312, International Institutions & Organization, C, Credit:3, ECTS:6, Hours:3
IR311, Turkish Foreign Policy I, C, Credit:3, ECTS:6, Hours:3
ECON307, Public Finance, C, Credit:3, ECTS:6, Hours:3
POL306, Modern Turkish Politics, C, Credit:3, ECTS:6, Hours:3
HIST309, Ottoman Economic, Social & Political Structure II, C, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"What courses will I take in fourth year first semester of Political Science?","In the fourth year first semester of Political Science, you will study:

Fourth Year - First Semester - Elective Courses:
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"List the fourth year first semester courses for Political Science","In the fourth year first semester of Political Science, you will study:

Fourth Year - First Semester - Elective Courses:
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"What courses will I take in fourth year second semester of Political Science?","In the fourth year second semester of Political Science, you will study:

Fourth Year - Second Semester - Elective Courses:
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"List the fourth year second semester courses for Political Science","In the fourth year second semester of Political Science, you will study:

Fourth Year - Second Semester - Elective Courses:
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3
Elective Course, Political Science Elective, E, Credit:3, ECTS:6, Hours:3

Total: Credit:15, ECTS:30, Hours:15"
"What career opportunities are available after graduating from Political Science?","Political Science Program Summary:
Degree: Bachelor of Arts in Political Science
Duration: 4 years (8 semesters)
Total ECTS: 240
Language of Instruction: English

Program Focus Areas:
- Political Theory and Philosophy
- Comparative Politics
- International Relations
- Public Administration and Policy
- Turkish Politics and History
- Research Methodology
- Constitutional Law and Governance

Core Competencies Developed:
- Critical thinking and analytical skills
- Political theory and philosophical analysis
- Comparative political analysis
- International relations theory
- Research design and methodology
- Policy analysis and evaluation
- Academic writing and communication
- Historical and contextual understanding

Career Opportunities:
Political Analyst
Policy Analyst
Diplomatic Service Officer
International Organization Staff
Government Affairs Specialist
Political Consultant
Intelligence Analyst
Public Administration Officer
Non-Profit Program Manager
Journalist/Political Reporter
Academic Researcher
Legislative Assistant
Foreign Service Officer
Political Campaign Manager

Professional Settings:
Government Ministries and Agencies
Diplomatic Missions and Embassies
International Organizations (UN, EU, NATO)
Political Parties and Campaigns
Think Tanks and Research Institutes
Non-Governmental Organizations
Media and Journalism Outlets
Public Administration Departments
Academic and Educational Institutions
Corporate Government Relations
Intelligence and Security Agencies
Public Policy Consulting Firms"
"What jobs can I get with a Political Science degree?","Political Science Program Summary:
Degree: Bachelor of Arts in Political Science
Duration: 4 years (8 semesters)
Total ECTS: 240
Language of Instruction: English

Program Focus Areas:
- Political Theory and Philosophy
- Comparative Politics
- International Relations
- Public Administration and Policy
- Turkish Politics and History
- Research Methodology
- Constitutional Law and Governance

Core Competencies Developed:
- Critical thinking and analytical skills
- Political theory and philosophical analysis
- Comparative political analysis
- International relations theory
- Research design and methodology
- Policy analysis and evaluation
- Academic writing and communication
- Historical and contextual understanding

Career Opportunities:
Political Analyst
Policy Analyst
Diplomatic Service Officer
International Organization Staff
Government Affairs Specialist
Political Consultant
Intelligence Analyst
Public Administration Officer
Non-Profit Program Manager
Journalist/Political Reporter
Academic Researcher
Legislative Assistant
Foreign Service Officer
Political Campaign Manager

Professional Settings:
Government Ministries and Agencies
Diplomatic Missions and Embassies
International Organizations (UN, EU, NATO)
Political Parties and Campaigns
Think Tanks and Research Institutes
Non-Governmental Organizations
Media and Journalism Outlets
Public Administration Departments
Academic and Educational Institutions
Corporate Government Relations
Intelligence and Security Agencies
Public Policy Consulting Firms"
"What can I do after graduating from Political Science?","Political Science Program Summary:
Degree: Bachelor of Arts in Political Science
Duration: 4 years (8 semesters)
Total ECTS: 240
Language of Instruction: English

Program Focus Areas:
- Political Theory and Philosophy
- Comparative Politics
- International Relations
- Public Administration and Policy
- Turkish Politics and History
- Research Methodology
- Constitutional Law and Governance

Core Competencies Developed:
- Critical thinking and analytical skills
- Political theory and philosophical analysis
- Comparative political analysis
- International relations theory
- Research design and methodology
- Policy analysis and evaluation
- Academic writing and communication
- Historical and contextual understanding

Career Opportunities:
Political Analyst
Policy Analyst
Diplomatic Service Officer
International Organization Staff
Government Affairs Specialist
Political Consultant
Intelligence Analyst
Public Administration Officer
Non-Profit Program Manager
Journalist/Political Reporter
Academic Researcher
Legislative Assistant
Foreign Service Officer
Political Campaign Manager

Professional Settings:
Government Ministries and Agencies
Diplomatic Missions and Embassies
International Organizations (UN, EU, NATO)
Political Parties and Campaigns
Think Tanks and Research Institutes
Non-Governmental Organizations
Media and Journalism Outlets
Public Administration Departments
Academic and Educational Institutions
Corporate Government Relations
Intelligence and Security Agencies
Public Policy Consulting Firms"
"What elective courses are available in the Political Science program?","The Political Science program offers the following elective courses:

FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES
DEPARTMENT OF POLITICAL SCIENCE
Bachelor of POLITICAL SCIENCE

Program Duration: 4 years (8 semesters)
Degree: Bachelor of POLITICAL SCIENCE
Total ECTS for Graduation: 240

Main website: https://iktisat.neu.edu.tr/?lang=en
Curriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-political-science/courses/?lang=en

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
ECTS = European Credit Transfer System"
